Offer Name,Title,Description,Type,Code,Offer Page  ( Ctrl C to copy ),start_date(m/d/Year),Expiry,Coupon_featured,Tracking Extra parameter
Ebay,Upto 40% off on Laptops,"Upto 40% off on best selling laptops from brands like Acer, Dell, HP, Samsung, Lenovo, Toshiba, Sony & much more at ebay. No coupon code required. CLICK TO VIEW laptops under this offer.",Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=1346&aff_id=3094&url_id=3758,4/9/2015,5/31/2016,84,aff_sub
Snapdeal,Electronic Toys: Below INR 999,Electronic Toys: Below INR 999 at snapdeal. Valid till stocks last.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=5372,6/3/2015,6/30/2016,85,aff_sub
Babyoye,Upto 70% off at Baby Products,Upto 70% off at Baby products at babyoye.com. Click to see the deal on the landing page. Valid Till Stock Lasts. Shop Now!!!! No coupon code required.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=20&aff_id=3094&url=http://www.babyoye.com/h/C_PROMOTIONS/~SORT_BY=discountpercent%3Faff_id%3D294%26utm_source%3Dicubes.com%26utm_medium%3Dbabyoyeaffiliate%26utm_campaign%3Dbabyoye-Affiliate,4/13/2015,5/31/2016,86,aff_sub
Babyoye,99 Store Generic @ Babyoye,99 Store Generic at Babyoye. CLICK TO VIEW the offer on the landing page. Hurry up!!!!! Limited period offer.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=20&aff_id=3094&url_id=2478,11/2/2014,5/31/2016,87,aff_sub
Babyoye,Upto 45% off on Baby Ethnic Wear,Upto 45% off on Baby Ethnic Wear at babyoye. Click to see the deal on the landing page. Limited period offer. Shop Now!!!! No coupon code required.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=20&aff_id=3094&url_id=2073,4/22/2015,5/31/2016,88,aff_sub
Babyoye,Flat 50% off on Nauti Nati Apparel,"Flat 50% off on Nauti Nati Apparel at babyoye.com. No promo code required. Choose from various items including leggings, t-shirts, frocks & much more.",Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=20&aff_id=3094&url_id=625,4/23/2015,5/31/2016,89,aff_sub
Babyoye,Upto 45% off on Toys Collection,Upto 45% off on Toys collection at babyoye.com. Period for limited time. No promo code required. Products are discounted already.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=20&aff_id=3094&url=http://www.babyoye.com/c/Rattles%3Faff_id%3D294%26utm_source%3Dicubes.com%26utm_medium%3Dbabyoyeaffiliate%26utm_campaign%3Dbabyoye-Affiliate,4/15/2015,5/31/2016,90,aff_sub
Babyoye,"5  Kids Sale: Upto 60% off Clothes, Footwear & Toys","5  Kids Sale: Upto 60% off Clothes, Footwear & Toys at Babyoye. Hurry up!! Period for limited time. No coupon code required. Products are discounted already.",Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=20&aff_id=3094&url=http://www.babyoye.com/h/C_PROMOTIONS/~SORT_BY=most-popular%3Faff_id%3D294%26utm_source%3Dicubes.com%26utm_medium%3Dbabyoyeaffiliate%26utm_campaign%3Dbabyoye-Affiliate,4/29/2015,5/31/2016,91,aff_sub
Snapdeal,Double Beds with storage: Up to 60% off,Double Beds with storage: Up to 60% off at snapdeal. So Hurry.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=5370,6/3/2015,6/30/2016,92,aff_sub
Snapdeal,Selfie Sticks: Up to 80% off,Selfie Sticks: Up to 80% off at snapdeal. So Hurry up!!,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=5368,6/3/2015,6/30/2016,93,aff_sub
Snapdeal,Kitchen Appliances: Upto 50% off,Upto 50% off on Kitchen Appliances on Snapdeal. So Hurry up!! Valid till stocks last.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=5152,5/25/2015,5/31/2016,94,aff_sub
Snapdeal,"Weekend Rewind: Upto 70% Off on Fashion, Home, Electron","Weekend Rewind: Upto 70% off on fashion, home and electronics at snapdeal. No coupon code required.",Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=3202,6/1/2015,5/31/2016,95,aff_sub
Snapdeal,HTC Desire 526  @ Rs. 9999 Only,Buy HTC Desire 526  for Rs. 9999 Only at snapdeal. Hurry up!! Shop Now!! No coupon code required.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=3406,4/6/2015,5/31/2016,96,aff_sub
Snapdeal,Upto 90% off on eLearning Books,Upto 90% off on eLearning Books at snapdeal. Click to see the deal on the landing page. Hurry up!!!!! No coupon codes required.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=3430,4/15/2015,5/31/2016,97,aff_sub
Snapdeal,18-75% off on Best Selling Product,Best Seller Offer: 18-75% off on best selling product at snapdeal. No coupon code required.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=2606,4/13/2015,5/31/2016,98,aff_sub
Snapdeal,Additional 40% off on Fashion Jewellery,Additional 40% off on Fashion Jewellery at snapdeal. Click to view the offer at landing page. Hurry up!!! Shop Now. Use the respective coupon codes for each category to avail the discounts.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=2289,9/17/2014,5/31/2016,99,aff_sub
Snapdeal,Karbonn Android Sparkle V for Rs. 6399   Freebies,"Karbonn Android Sparkle V for Rs. 6399   Freebies at snapdeal. Get 8 GB Micro SD Card Free   SnapDeal Coupons Worth Rs. 2000   Free Recharge Worth Rs. 200 from FreeCharge. Also, Get Guaranteed Android Updates Directly from Google for 2 years.",Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=2287,9/17/2014,5/31/2016,100,aff_sub
Paytm,PAYTM Se Stadium Tak,"Shop at PAYTM and get a chance to receive the product by a cricketer at the Stadium. The first leg of the Promotion is valid for shopping done from Sept 23, 2015 to Dec 5,2015, both dates inclusive.",Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=681&aff_id=3094&url_id=8789,9/28/2015,12/6/2015,101,aff_sub
Zivame,Upto 60% Off on Apparels,"Its a great day to stock up, get 60% Off on Apparels like - Bra, Panty, Nightwear, Shapewear and much more only at Zivame. Hurry!! Valid till stocks last.",Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=409&aff_id=3094&url_id=5164,5/28/2015,5/31/2016,102,aff_sub
Snapdeal,Kitchen Appliances: Upto 50% off,Upto 50% off on Kitchen Appliances on flipkart. So Hurry up!! Valid till stocks last.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=238&aff_id=3094&url_id=5152,5/28/2015,5/31/2016,103,aff_sub
Paytm,Under 599 Store from Paytm,Under 599 Store from Paytm. Offer Valid till further changes. So Hurry!!,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=681&aff_id=3094&url_id=5984,6/22/2015,7/1/2016,104,aff_sub
Jabong,New Arrivals: Burton Menswear London,New Arrivals: Burton Menswear London at Jabong. Upto 40% off. Hurry up!! Shop Now!! No coupon code required. Valid till Stocks last.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=2&aff_id=3094&url_id=5160,5/28/2015,5/31/2016,105,aff_sub
Flipkart,Upto 60% off Kids Footwear,Upto 60% off Kids Footwear at flipkart. Click to see the deal on the landing page. Hurry up!!!!! No coupon codes required.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=309&aff_id=3094&url_id=4916,5/28/2015,7/31/2016,106,aff_sub
Flipkart,Bean Bag: Upto 50% Off,Upto 50% off on Bean Bags at flipkart. Click to see the deal on the landing page. Hurry up!!!!! Valid Till Stock Lasts. No coupon codes required.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=309&aff_id=3094&url_id=5150,5/28/2015,5/31/2016,107,aff_sub
Fashionara,Street Style Casual Cruiser Shoes @ Rs 599,Street Style Casual Cruiser Shoes for men @ Rs 599 on fashionara. CLICK TO VIEW the offer on the landing page. Hurry up!!!!! Valid upto 2nd June 2015. No coupon codes required.,Promotion,,http://tracking.icubeswire.com/aff_c?offer_id=56&aff_id=3094&url_id=5154,5/28/2015,6/3/2016,108,aff_sub
